dwc:datasetID;dc:creator;dwc:verbatimEventDate;EML:pubDate;dwc:reference;dwc:country;dwc:stateProvince;dwc:municipality;dwc:verbatimSite;dwc:decimalLatitude;dwc:decimalLongitude;EML:northBoundingCoordinate;EML:southBoundingCoordinate;dwc:verbatimCoordinates;dwc:minimumElevationInMeters;dwc:maxElevationInMeters;dwc:verbatimElevation;dwc:organismQuantityPlants;dwc:scientificNamePlants;dwc:genusPlants;dwc:familyPlants;dwc:taxonRemarksPlants;dwc:establishmentMeansPlants;ppi:habitPlants;ppi:selfIncompatabilityPlants;dwc:organismQuantityAnimals;dwc:scientificNameAnimals;dwc:genusAnimals;dwc:familyAnimals;dwc:subfamilyAnimals;dwc:orderAnimals;dwc:taxonRemarksAnimals;dwc:establishmentMeansAnimals;ppi:interactionType;ppi:resourceCollected;dwc:samplingProtocol;dwc:sampleSizeValue;dwc:samplingSizeUnit;Objective_of_Article_Chapter;Type_of_Analyses;Comments
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Luma sp.;Luma;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Luma sp.;Luma;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Luzuriaga sp.;Luzuriaga;Alstroemeriaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Luzuriaga sp.;Luzuriaga;Alstroemeriaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Maytenus sp.;Maytenus;Celastraceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Mitraria coccinea;Mitraria;Gesneriaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Mitraria coccinea;Mitraria;Gesneriaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Myoschilos sp.;Myoschilos;Santalaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Myoschilos sp.;Myoschilos;Santalaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Myrceugenia sp.;Myrceugenia;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Myrteola sp.;Myrteola;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Notanthera sp.;Notanthera;Loranthaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Ovidia sp.;Ovidia;Thymelaeaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Ovidia sp.;Ovidia;Thymelaeaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Persea sp.;Persea;Lauraceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Philesia sp.;Philesia;Philesiaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Pseudopanax sp.;Pseudopanax;Araliaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Pseudopanax sp.;Pseudopanax;Araliaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;;;;-38;-42.9;38°- 42° S;;;;;Rhamnus sp.;Rhamnus;Rhamnaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Rhaphithamnus sp.;Rhaphithamnus;Verbenaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Rhaphithamnus sp.;Rhaphithamnus;Verbenaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Ribes sp.;Ribes;Grossulariaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Ribes sp.;Ribes;Grossulariaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Sarmienta sp.;Sarmienta;Gesneriaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Sarmienta sp.;Sarmienta;Gesneriaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Senecio sp.;Senecio;Asteraceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Solanum sp.;Solanum;Solanaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Solanum sp.;Solanum;Solanaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Sophora sp.;Sophora;Fabaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Tepualia sp.;Tepualia;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Tristerix corymbosus;Tristerix;Loranthaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Tristerix corymbosus;Tristerix;Loranthaceae;;native;;;;Sephanoides galeritus;Sephanoides;Trochilidae;;Apodiformes;Sephanoides sephaniodes;native;pollinator;nectar;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Ugni sp.;Ugni;Myrtaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Cordillera of Piuchue in Chiloe, X Region;-42.377;-73.999;-38;-42.9;38°- 42° S;;;;;Weinmannia trichosperma;Weinmannia;Cunoniaceae;;native;;;;;;;;;;;;;;;;;;
1;Giselle Muschett;;1998;Aizen & Escurra. 1998. High incidence of plant-animal mutualisms in the woody flora of the temperate forest of southern South America: biogeographical origin and present ecological significance. Ecologia Austral, 8, 217-236;Chile;Los Lagos;;Antillanca, X Region;-40.729;-72.188;-38;-42.9;38°- 42° S;;;;;Weinmannia trichosperma;Weinmannia;Cunoniaceae;;native;;;;;;;;;;;;;;;;;;
2;Giselle Muschett;;2002;Aizen et al. 2002. Historia natural y conservacion de los mutualismos planta-animal del bosque templado de Sudamerica austral. Revista Chilena de Historia Natural, 75, 79-97. doi: 10.4067/S0716-078X2002000100008;Chile;Los Lagos;;Chiloe Island, X Region;-41.945;-73.576;-40;-42;40°- 42° S;;;;22;Myrceugenia ovata;Myrceugenia;Myrtaceae;;native;;;15;Bombus dahlbomii;Bombus;Apidae;;Hymenoptera;;;pollinator;;;;;Realizamos una revisión sobre (1) los grupos animales que intervienen en estos mutualismos y su importancia relativa, (2) la estructura comunitaria de estas interacciones, y (3) la existencia de variación geográfica en estas relaciones en base a estudios similares realizados en dos o más localidades a ambos lados de los Andes;Descripción de polinizadores bióticos comunes del bosque templado de SA. Abundancia de polinizadores y visitas a distintas especies son presentadas en porcentajes.;Review article
2;Giselle Muschett;;2002;Aizen et al. 2002. Historia natural y conservacion de los mutualismos planta-animal del bosque templado de Sudamerica austral. Revista Chilena de Historia Natural, 75, 79-97. doi: 10.4067/S0716-078X2002000100008;Chile;Los Lagos;;Chiloe Island, X Region;-41.945;-73.576;-40;-42;40°- 42° S;;;;;Myrceugenia ovata;Myrceugenia;Myrtaceae;;native;;;;Cadeguala albopilosa;Cadeguala;Colletidae;;Hymenoptera;;;;;;;;;;
